time,HRR_fine(kW) 
19.343,26.068
19.346,26.332
19.35,26.639
19.354,26.947
19.358,27.043
19.362,27.134
19.366,27.159
19.371,27.241
19.375,27.427
19.379,27.361
19.383,27.212
19.387,27.093
19.391,27.122
19.396,27.14
19.401,27.078
19.406,26.762
19.41,26.419
19.415,25.802
19.42,24.913
19.425,23.99
19.43,23.173
19.434,22.605
19.439,22.167
19.444,21.806
19.448,21.511
19.453,21.278
19.458,21.098
19.463,21.069
19.468,21.113
19.473,21.256
19.477,21.449
19.482,21.59
19.487,21.672
19.492,21.521
19.497,21.407
19.502,21.231
19.507,21.127
19.512,20.703
19.517,20.236
19.521,19.94
19.526,19.703
19.531,19.515
19.536,19.045
19.541,18.537
19.545,18.128
19.55,17.853
19.554,17.69
19.558,17.559
19.562,17.415
19.566,17.089
19.571,16.786
19.575,16.672
19.579,16.59
19.582,16.428
19.586,16.269
19.59,16.251
19.594,16.43
19.598,16.704
19.602,17.017
19.606,17.354
19.61,17.755
19.614,18.274
19.619,18.868
19.623,19.4
19.627,19.915
19.631,20.29
19.635,20.564
19.638,20.916
19.642,21.503
19.645,22.062
19.648,22.425
19.652,22.592
19.655,22.79
19.659,23.285
19.662,23.98
19.665,24.655
19.668,25.366
19.672,25.899
19.675,26.298
19.678,26.711
19.681,27.026
19.684,26.846
19.688,26.149
19.691,25.615
19.695,24.116
19.699,23.197
19.703,22.753
19.707,22.45
19.71,22.207
19.714,22.006
19.717,21.859
19.721,21.695
19.725,21.466
19.729,21.257
19.733,21.013
19.737,20.922
19.741,21.06
19.745,21.056
19.749,21.177
19.752,21.238
19.756,21.16
19.76,21.225
19.763,21.269
19.766,21.054
19.771,20.971
19.775,20.766
19.778,20.656
19.782,20.688
19.786,20.606
19.79,20.709
19.793,20.621
19.797,20.618
19.801,20.486
19.805,20.48
19.809,20.318
19.813,20.358
19.818,20.273
19.822,20.382
19.826,20.309
19.83,20.387
19.835,20.398
19.839,20.423
19.843,20.491
19.848,20.359
19.852,20.271
19.857,20.176
19.861,20.091
19.867,19.96
19.871,19.844
19.876,19.655
19.881,19.614
19.886,19.446
19.891,19.252
19.896,19.162
19.901,19.172
19.907,19.153
19.912,19.212
19.917,19.352
19.923,19.533
19.928,19.72
19.932,19.922
19.937,20.109
19.943,20.287
19.948,20.359
19.953,20.329
19.959,20.088
19.964,19.724
19.97,19.306
19.975,19.135
19.981,19.16
19.987,19.02
19.993,18.969
19.998,19.114
20.003,19.168
20.008,19.259
20.013,19.517
20.019,19.777
20.024,19.993
20.028,20.422
20.033,20.925
20.037,21.359
20.041,21.566
20.045,21.541
20.05,21.6
20.054,21.877
20.058,22.196
20.062,22.383
20.066,22.4
20.07,22.105
20.073,21.601
20.077,20.991
20.081,20.38
20.084,19.759
20.088,18.95
20.092,18.23
20.096,17.591
20.1,17.23
20.104,17.004
20.108,16.782
20.112,16.722
20.116,16.785
20.12,16.91
20.125,17.144
20.129,17.528
20.132,18.024
20.136,18.524
20.14,18.99
20.144,19.341
20.147,19.558
20.151,19.442
20.155,18.932
20.159,18.231
20.162,17.526
20.166,16.706
20.17,16.178
20.174,15.625
20.178,15.129
20.182,14.707
20.186,14.469
20.188,14.194
20.192,13.807
20.196,13.475
20.199,13.32
20.203,13.24
20.207,13.143
20.211,13.027
20.216,13.125
20.22,13.288
20.224,13.528
20.229,13.775
20.232,13.984
20.236,14.286
20.24,14.621
20.245,15.05
20.249,15.524
20.253,16.035
20.257,16.542
20.262,17.091
20.266,17.749
20.271,18.136
20.275,18.527
20.28,18.875
20.284,19.194
20.289,19.469
20.293,19.78
20.297,20.09
20.301,20.419
20.305,20.775
20.309,21.09
20.313,21.35
20.318,21.551
20.322,21.793
20.327,21.982
20.332,22.05
20.336,22.01
20.341,21.795
20.346,21.426
20.351,20.91
20.356,20.444
20.362,20.234
20.367,20.235
20.371,20.357
20.375,20.452
20.378,20.603
20.382,20.772
20.386,21.067
20.391,21.463
20.395,21.884
20.4,22.399
20.404,22.767
20.407,23.134
20.411,23.419
20.415,23.563
20.418,23.518
20.421,23.468
20.424,23.547
20.428,23.766
20.431,24.183
20.434,24.465
20.437,24.523
20.44,24.336
20.443,23.878
