s,kg/s,m/s
 2.088E+01, 4.812E-02, 3.586E+00
 2.089E+01, 4.812E-02, 3.586E+00
 2.091E+01, 4.812E-02, 3.581E+00
 2.092E+01, 4.812E-02, 3.579E+00
 2.093E+01, 4.812E-02, 3.583E+00
 2.094E+01, 4.812E-02, 3.591E+00
 2.095E+01, 4.812E-02, 3.600E+00
 2.096E+01, 4.812E-02, 3.603E+00
 2.098E+01, 4.812E-02, 3.593E+00
 2.099E+01, 4.812E-02, 3.563E+00
 2.100E+01, 4.812E-02, 3.511E+00
 2.101E+01, 4.812E-02, 3.441E+00
 2.102E+01, 4.812E-02, 3.356E+00
 2.103E+01, 4.812E-02, 3.266E+00
 2.105E+01, 4.812E-02, 3.178E+00
 2.106E+01, 4.812E-02, 3.099E+00
 2.107E+01, 4.812E-02, 3.036E+00
 2.108E+01, 4.812E-02, 2.988E+00
 2.109E+01, 4.812E-02, 2.957E+00
 2.110E+01, 4.812E-02, 2.941E+00
 2.112E+01, 4.812E-02, 2.937E+00
 2.113E+01, 4.812E-02, 2.945E+00
 2.114E+01, 4.812E-02, 2.963E+00
 2.115E+01, 4.812E-02, 2.987E+00
 2.116E+01, 4.812E-02, 3.015E+00
 2.117E+01, 4.812E-02, 3.043E+00
 2.119E+01, 4.812E-02, 3.071E+00
 2.120E+01, 4.812E-02, 3.099E+00
 2.121E+01, 4.812E-02, 3.130E+00
 2.122E+01, 4.812E-02, 3.169E+00
 2.123E+01, 4.812E-02, 3.219E+00
 2.124E+01, 4.812E-02, 3.281E+00
 2.126E+01, 4.812E-02, 3.354E+00
 2.127E+01, 4.812E-02, 3.430E+00
 2.128E+01, 4.812E-02, 3.503E+00
 2.129E+01, 4.812E-02, 3.564E+00
 2.130E+01, 4.812E-02, 3.607E+00
 2.131E+01, 4.812E-02, 3.628E+00
 2.133E+01, 4.812E-02, 3.625E+00
 2.134E+01, 4.812E-02, 3.600E+00
 2.135E+01, 4.812E-02, 3.557E+00
 2.136E+01, 4.812E-02, 3.502E+00
 2.137E+01, 4.812E-02, 3.444E+00
 2.138E+01, 4.812E-02, 3.393E+00
 2.140E+01, 4.812E-02, 3.357E+00
 2.141E+01, 4.812E-02, 3.341E+00
 2.142E+01, 4.812E-02, 3.352E+00
 2.143E+01, 4.812E-02, 3.383E+00
 2.144E+01, 4.812E-02, 3.430E+00
 2.145E+01, 4.812E-02, 3.486E+00
 2.147E+01, 4.812E-02, 3.543E+00
 2.148E+01, 4.812E-02, 3.591E+00
 2.149E+01, 4.812E-02, 3.624E+00
 2.150E+01, 4.812E-02, 3.635E+00
 2.151E+01, 4.812E-02, 3.625E+00
 2.152E+01, 4.812E-02, 3.596E+00
 2.153E+01, 4.812E-02, 3.557E+00
 2.155E+01, 4.812E-02, 3.516E+00
 2.156E+01, 4.812E-02, 3.480E+00
 2.157E+01, 4.812E-02, 3.457E+00
 2.158E+01, 4.812E-02, 3.446E+00
 2.159E+01, 4.812E-02, 3.446E+00
 2.160E+01, 4.812E-02, 3.453E+00
 2.161E+01, 4.812E-02, 3.462E+00
 2.163E+01, 4.812E-02, 3.469E+00
 2.164E+01, 4.812E-02, 3.470E+00
 2.165E+01, 4.812E-02, 3.466E+00
 2.166E+01, 4.812E-02, 3.459E+00
 2.167E+01, 4.812E-02, 3.451E+00
 2.168E+01, 4.812E-02, 3.443E+00
 2.170E+01, 4.812E-02, 3.436E+00
 2.171E+01, 4.812E-02, 3.431E+00
 2.172E+01, 4.812E-02, 3.425E+00
 2.173E+01, 4.812E-02, 3.418E+00
 2.174E+01, 4.812E-02, 3.407E+00
 2.175E+01, 4.812E-02, 3.392E+00
 2.176E+01, 4.812E-02, 3.374E+00
 2.178E+01, 4.812E-02, 3.352E+00
 2.179E+01, 4.812E-02, 3.329E+00
 2.180E+01, 4.812E-02, 3.306E+00
 2.181E+01, 4.812E-02, 3.286E+00
 2.182E+01, 4.812E-02, 3.270E+00
 2.183E+01, 4.812E-02, 3.258E+00
 2.184E+01, 4.812E-02, 3.249E+00
 2.185E+01, 4.812E-02, 3.243E+00
 2.186E+01, 4.812E-02, 3.240E+00
 2.187E+01, 4.812E-02, 3.237E+00
 2.188E+01, 4.812E-02, 3.235E+00
 2.189E+01, 4.812E-02, 3.231E+00
 2.190E+01, 4.812E-02, 3.222E+00
 2.191E+01, 4.812E-02, 3.208E+00
 2.192E+01, 4.812E-02, 3.189E+00
 2.193E+01, 4.812E-02, 3.164E+00
 2.194E+01, 4.812E-02, 3.136E+00
 2.195E+01, 4.812E-02, 3.107E+00
 2.196E+01, 4.812E-02, 3.080E+00
 2.197E+01, 4.812E-02, 3.059E+00
 2.198E+01, 4.812E-02, 3.046E+00
 2.200E+01, 4.812E-02, 3.043E+00
 2.201E+01, 4.812E-02, 3.051E+00
 2.202E+01, 4.812E-02, 3.069E+00
 2.203E+01, 4.812E-02, 3.096E+00
 2.204E+01, 4.812E-02, 3.130E+00
 2.205E+01, 4.812E-02, 3.171E+00
 2.206E+01, 4.812E-02, 3.218E+00
 2.207E+01, 4.812E-02, 3.270E+00
 2.209E+01, 4.812E-02, 3.324E+00
 2.210E+01, 4.812E-02, 3.379E+00
 2.211E+01, 4.812E-02, 3.430E+00
 2.212E+01, 4.812E-02, 3.474E+00
 2.213E+01, 4.812E-02, 3.509E+00
 2.214E+01, 4.812E-02, 3.534E+00
 2.215E+01, 4.812E-02, 3.548E+00
 2.217E+01, 4.812E-02, 3.549E+00
 2.218E+01, 4.812E-02, 3.542E+00
 2.219E+01, 4.812E-02, 3.530E+00
 2.220E+01, 4.812E-02, 3.520E+00
 2.222E+01, 4.812E-02, 3.517E+00
 2.223E+01, 4.812E-02, 3.526E+00
 2.224E+01, 4.812E-02, 3.548E+00
 2.225E+01, 4.812E-02, 3.583E+00
 2.227E+01, 4.812E-02, 3.627E+00
 2.228E+01, 4.812E-02, 3.673E+00
 2.229E+01, 4.812E-02, 3.713E+00
 2.230E+01, 4.812E-02, 3.741E+00
 2.231E+01, 4.812E-02, 3.750E+00
 2.233E+01, 4.812E-02, 3.736E+00
 2.234E+01, 4.812E-02, 3.702E+00
 2.235E+01, 4.812E-02, 3.650E+00
 2.236E+01, 4.812E-02, 3.590E+00
 2.238E+01, 4.812E-02, 3.530E+00
 2.239E+01, 4.812E-02, 3.481E+00
 2.240E+01, 4.812E-02, 3.454E+00
 2.241E+01, 4.812E-02, 3.441E+00
 2.242E+01, 4.812E-02, 3.441E+00
 2.243E+01, 4.812E-02, 3.452E+00
 2.244E+01, 4.812E-02, 3.467E+00
 2.245E+01, 4.812E-02, 3.480E+00
 2.246E+01, 4.812E-02, 3.485E+00
 2.247E+01, 4.812E-02, 3.477E+00
 2.248E+01, 4.812E-02, 3.452E+00
 2.249E+01, 4.812E-02, 3.409E+00
 2.250E+01, 4.812E-02, 3.349E+00
 2.251E+01, 4.812E-02, 3.276E+00
 2.253E+01, 4.812E-02, 3.195E+00
 2.254E+01, 4.812E-02, 3.103E+00
 2.255E+01, 4.812E-02, 3.019E+00
 2.256E+01, 4.812E-02, 2.948E+00
 2.257E+01, 4.812E-02, 2.897E+00
 2.258E+01, 4.812E-02, 2.868E+00
 2.259E+01, 4.812E-02, 2.859E+00
 2.261E+01, 4.812E-02, 2.867E+00
 2.262E+01, 4.812E-02, 2.885E+00
 2.263E+01, 4.812E-02, 2.908E+00
 2.264E+01, 4.812E-02, 2.927E+00
 2.265E+01, 4.812E-02, 2.937E+00
 2.266E+01, 4.812E-02, 2.933E+00
 2.268E+01, 4.812E-02, 2.916E+00
 2.269E+01, 4.812E-02, 2.884E+00
 2.270E+01, 4.812E-02, 2.843E+00
 2.271E+01, 4.812E-02, 2.797E+00
 2.272E+01, 4.812E-02, 2.751E+00
 2.273E+01, 4.812E-02, 2.712E+00
 2.275E+01, 4.812E-02, 2.682E+00
 2.276E+01, 4.812E-02, 2.662E+00
 2.277E+01, 4.812E-02, 2.652E+00
 2.278E+01, 4.812E-02, 2.650E+00
 2.279E+01, 4.812E-02, 2.652E+00
 2.280E+01, 4.812E-02, 2.656E+00
 2.281E+01, 4.812E-02, 2.658E+00
 2.283E+01, 4.812E-02, 2.657E+00
 2.284E+01, 4.812E-02, 2.650E+00
 2.285E+01, 4.812E-02, 2.638E+00
 2.286E+01, 4.812E-02, 2.622E+00
 2.287E+01, 4.812E-02, 2.602E+00
 2.288E+01, 4.812E-02, 2.582E+00
 2.290E+01, 4.812E-02, 2.563E+00
 2.291E+01, 4.812E-02, 2.548E+00
 2.292E+01, 4.812E-02, 2.538E+00
 2.293E+01, 4.812E-02, 2.536E+00
 2.294E+01, 4.812E-02, 2.541E+00
 2.295E+01, 4.812E-02, 2.554E+00
 2.297E+01, 4.812E-02, 2.575E+00
 2.298E+01, 4.812E-02, 2.603E+00
 2.299E+01, 4.812E-02, 2.636E+00
 2.300E+01, 4.812E-02, 2.674E+00
 2.301E+01, 4.812E-02, 2.715E+00
 2.302E+01, 4.812E-02, 2.758E+00
 2.303E+01, 4.812E-02, 2.803E+00
 2.305E+01, 4.812E-02, 2.848E+00
 2.306E+01, 4.812E-02, 2.892E+00
 2.307E+01, 4.812E-02, 2.932E+00
 2.308E+01, 4.812E-02, 2.967E+00
 2.309E+01, 4.812E-02, 2.996E+00
 2.310E+01, 4.812E-02, 3.016E+00
 2.312E+01, 4.812E-02, 3.031E+00
 2.313E+01, 4.812E-02, 3.041E+00
 2.314E+01, 4.812E-02, 3.052E+00
 2.315E+01, 4.812E-02, 3.069E+00
 2.316E+01, 4.812E-02, 3.097E+00
 2.317E+01, 4.812E-02, 3.139E+00
 2.318E+01, 4.812E-02, 3.195E+00
 2.320E+01, 4.812E-02, 3.263E+00
 2.321E+01, 4.812E-02, 3.338E+00
 2.322E+01, 4.812E-02, 3.414E+00
 2.323E+01, 4.812E-02, 3.483E+00
 2.324E+01, 4.812E-02, 3.539E+00
 2.325E+01, 4.812E-02, 3.578E+00
 2.327E+01, 4.812E-02, 3.594E+00
 2.328E+01, 4.812E-02, 3.589E+00
 2.329E+01, 4.812E-02, 3.561E+00
 2.330E+01, 4.812E-02, 3.517E+00
 2.331E+01, 4.812E-02, 3.459E+00
 2.332E+01, 4.812E-02, 3.395E+00
 2.334E+01, 4.812E-02, 3.329E+00
 2.335E+01, 4.812E-02, 3.266E+00
 2.336E+01, 4.812E-02, 3.208E+00
 2.337E+01, 4.812E-02, 3.159E+00
 2.338E+01, 4.812E-02, 3.117E+00
 2.339E+01, 4.812E-02, 3.080E+00
 2.340E+01, 4.812E-02, 3.045E+00
 2.342E+01, 4.812E-02, 3.009E+00
 2.343E+01, 4.812E-02, 2.967E+00
 2.344E+01, 4.812E-02, 2.920E+00
 2.345E+01, 4.812E-02, 2.871E+00
 2.346E+01, 4.812E-02, 2.824E+00
 2.347E+01, 4.812E-02, 2.785E+00
 2.349E+01, 4.812E-02, 2.761E+00
 2.350E+01, 4.812E-02, 2.754E+00
 2.351E+01, 4.812E-02, 2.765E+00
 2.352E+01, 4.812E-02, 2.789E+00
 2.353E+01, 4.812E-02, 2.821E+00
 2.354E+01, 4.812E-02, 2.854E+00
 2.356E+01, 4.812E-02, 2.880E+00
 2.357E+01, 4.812E-02, 2.892E+00
 2.358E+01, 4.812E-02, 2.886E+00
 2.359E+01, 4.812E-02, 2.858E+00
 2.360E+01, 4.812E-02, 2.808E+00
 2.361E+01, 4.812E-02, 2.737E+00
 2.362E+01, 4.812E-02, 2.650E+00
 2.364E+01, 4.812E-02, 2.555E+00
 2.365E+01, 4.812E-02, 2.461E+00
 2.366E+01, 4.812E-02, 2.377E+00
 2.367E+01, 4.812E-02, 2.313E+00
 2.368E+01, 4.812E-02, 2.277E+00
 2.369E+01, 4.812E-02, 2.276E+00
 2.371E+01, 4.812E-02, 2.313E+00
 2.372E+01, 4.812E-02, 2.388E+00
 2.373E+01, 4.812E-02, 2.500E+00
 2.374E+01, 4.812E-02, 2.644E+00
 2.375E+01, 4.812E-02, 2.812E+00
 2.376E+01, 4.812E-02, 2.991E+00
 2.377E+01, 4.812E-02, 3.167E+00
 2.379E+01, 4.812E-02, 3.326E+00
 2.380E+01, 4.812E-02, 3.455E+00
 2.381E+01, 4.812E-02, 3.544E+00
 2.382E+01, 4.812E-02, 3.590E+00
 2.383E+01, 4.812E-02, 3.595E+00
 2.384E+01, 4.812E-02, 3.563E+00
 2.386E+01, 4.812E-02, 3.505E+00
 2.387E+01, 4.812E-02, 3.430E+00
 2.388E+01, 4.812E-02, 3.351E+00
 2.389E+01, 4.812E-02, 3.277E+00
 2.390E+01, 4.812E-02, 3.219E+00
 2.391E+01, 4.812E-02, 3.181E+00
 2.393E+01, 4.812E-02, 3.165E+00
 2.394E+01, 4.812E-02, 3.168E+00
 2.395E+01, 4.812E-02, 3.185E+00
 2.396E+01, 4.812E-02, 3.206E+00
 2.397E+01, 4.812E-02, 3.225E+00
 2.398E+01, 4.812E-02, 3.234E+00
 2.399E+01, 4.812E-02, 3.226E+00
 2.401E+01, 4.812E-02, 3.198E+00
 2.402E+01, 4.812E-02, 3.151E+00
 2.403E+01, 4.812E-02, 3.088E+00
 2.404E+01, 4.812E-02, 3.011E+00
 2.405E+01, 4.812E-02, 2.928E+00
 2.406E+01, 4.812E-02, 2.845E+00
 2.408E+01, 4.812E-02, 2.767E+00
 2.409E+01, 4.812E-02, 2.699E+00
 2.410E+01, 4.812E-02, 2.644E+00
 2.411E+01, 4.812E-02, 2.606E+00
 2.412E+01, 4.812E-02, 2.584E+00
 2.413E+01, 4.812E-02, 2.578E+00
 2.415E+01, 4.812E-02, 2.586E+00
 2.416E+01, 4.812E-02, 2.606E+00
 2.417E+01, 4.812E-02, 2.636E+00
 2.418E+01, 4.812E-02, 2.673E+00
 2.419E+01, 4.812E-02, 2.716E+00
 2.420E+01, 4.812E-02, 2.763E+00
 2.421E+01, 4.812E-02, 2.812E+00
 2.423E+01, 4.812E-02, 2.861E+00
 2.424E+01, 4.812E-02, 2.907E+00
 2.425E+01, 4.812E-02, 2.947E+00
 2.426E+01, 4.812E-02, 2.979E+00
 2.427E+01, 4.812E-02, 3.001E+00
 2.428E+01, 4.812E-02, 3.011E+00
 2.430E+01, 4.812E-02, 3.009E+00
 2.431E+01, 4.812E-02, 2.995E+00
 2.432E+01, 4.812E-02, 2.973E+00
 2.433E+01, 4.812E-02, 2.947E+00
 2.434E+01, 4.812E-02, 2.922E+00
 2.435E+01, 4.812E-02, 2.903E+00
 2.436E+01, 4.812E-02, 2.897E+00
 2.438E+01, 4.812E-02, 2.906E+00
 2.439E+01, 4.812E-02, 2.933E+00
 2.440E+01, 4.812E-02, 2.977E+00
 2.441E+01, 4.812E-02, 3.038E+00
 2.442E+01, 4.812E-02, 3.113E+00
 2.443E+01, 4.812E-02, 3.198E+00
 2.445E+01, 4.812E-02, 3.285E+00
 2.446E+01, 4.812E-02, 3.366E+00
 2.447E+01, 4.812E-02, 3.433E+00
 2.448E+01, 4.812E-02, 3.476E+00
 2.449E+01, 4.812E-02, 3.487E+00
 2.450E+01, 4.812E-02, 3.461E+00
 2.452E+01, 4.812E-02, 3.399E+00
 2.453E+01, 4.812E-02, 3.305E+00
 2.454E+01, 4.812E-02, 3.192E+00
 2.455E+01, 4.812E-02, 3.073E+00
 2.456E+01, 4.812E-02, 2.962E+00
 2.457E+01, 4.812E-02, 2.871E+00
 2.458E+01, 4.812E-02, 2.808E+00
 2.460E+01, 4.812E-02, 2.774E+00
 2.461E+01, 4.812E-02, 2.769E+00
 2.462E+01, 4.812E-02, 2.788E+00
 2.463E+01, 4.812E-02, 2.823E+00
 2.464E+01, 4.812E-02, 2.867E+00
 2.465E+01, 4.812E-02, 2.913E+00
 2.467E+01, 4.812E-02, 2.954E+00
 2.468E+01, 4.812E-02, 2.985E+00
 2.469E+01, 4.812E-02, 3.004E+00
 2.470E+01, 4.812E-02, 3.010E+00
 2.471E+01, 4.812E-02, 3.006E+00
 2.472E+01, 4.812E-02, 2.995E+00
 2.474E+01, 4.812E-02, 2.985E+00
 2.475E+01, 4.812E-02, 2.982E+00
 2.476E+01, 4.812E-02, 2.991E+00
 2.477E+01, 4.812E-02, 3.017E+00
 2.478E+01, 4.812E-02, 3.061E+00
 2.479E+01, 4.812E-02, 3.124E+00
 2.480E+01, 4.812E-02, 3.202E+00
 2.482E+01, 4.812E-02, 3.291E+00
 2.483E+01, 4.812E-02, 3.383E+00
 2.484E+01, 4.812E-02, 3.468E+00
 2.485E+01, 4.812E-02, 3.538E+00
 2.486E+01, 4.812E-02, 3.583E+00
 2.487E+01, 4.812E-02, 3.597E+00
 2.489E+01, 4.812E-02, 3.579E+00
 2.490E+01, 4.812E-02, 3.528E+00
 2.491E+01, 4.812E-02, 3.451E+00
 2.492E+01, 4.812E-02, 3.356E+00
 2.493E+01, 4.812E-02, 3.252E+00
 2.494E+01, 4.812E-02, 3.149E+00
 2.495E+01, 4.812E-02, 3.056E+00
 2.497E+01, 4.812E-02, 2.978E+00
 2.498E+01, 4.812E-02, 2.919E+00
 2.499E+01, 4.812E-02, 2.877E+00
 2.500E+01, 4.812E-02, 2.850E+00
 2.501E+01, 4.812E-02, 2.834E+00
 2.502E+01, 4.812E-02, 2.823E+00
 2.504E+01, 4.812E-02, 2.812E+00
 2.505E+01, 4.812E-02, 2.796E+00
 2.506E+01, 4.812E-02, 2.771E+00
 2.507E+01, 4.812E-02, 2.738E+00
 2.508E+01, 4.812E-02, 2.695E+00
 2.509E+01, 4.812E-02, 2.644E+00
 2.511E+01, 4.812E-02, 2.586E+00
 2.512E+01, 4.812E-02, 2.524E+00
 2.513E+01, 4.812E-02, 2.461E+00
 2.514E+01, 4.812E-02, 2.400E+00
 2.515E+01, 4.812E-02, 2.342E+00
 2.516E+01, 4.812E-02, 2.289E+00
 2.517E+01, 4.812E-02, 2.242E+00
 2.519E+01, 4.812E-02, 2.200E+00
 2.520E+01, 4.812E-02, 2.164E+00
 2.521E+01, 4.812E-02, 2.131E+00
 2.522E+01, 4.812E-02, 2.102E+00
 2.523E+01, 4.812E-02, 2.076E+00
 2.524E+01, 4.812E-02, 2.051E+00
 2.526E+01, 4.812E-02, 2.031E+00
 2.527E+01, 4.812E-02, 2.015E+00
 2.528E+01, 4.812E-02, 2.007E+00
 2.529E+01, 4.812E-02, 2.010E+00
 2.530E+01, 4.812E-02, 2.024E+00
 2.531E+01, 4.812E-02, 2.050E+00
 2.533E+01, 4.812E-02, 2.088E+00
 2.534E+01, 4.812E-02, 2.134E+00
 2.535E+01, 4.812E-02, 2.183E+00
 2.536E+01, 4.812E-02, 2.229E+00
 2.537E+01, 4.812E-02, 2.266E+00
 2.538E+01, 4.812E-02, 2.287E+00
 2.539E+01, 4.812E-02, 2.288E+00
 2.541E+01, 4.812E-02, 2.268E+00
 2.542E+01, 4.812E-02, 2.228E+00
 2.543E+01, 4.812E-02, 2.170E+00
 2.544E+01, 4.812E-02, 2.097E+00
 2.545E+01, 4.812E-02, 2.015E+00
 2.546E+01, 4.812E-02, 1.926E+00
 2.548E+01, 4.812E-02, 1.837E+00
 2.549E+01, 4.812E-02, 1.752E+00
 2.550E+01, 4.812E-02, 1.674E+00
 2.551E+01, 4.812E-02, 1.608E+00
 2.552E+01, 4.812E-02, 1.556E+00
 2.553E+01, 4.812E-02, 1.520E+00
 2.555E+01, 4.812E-02, 1.501E+00
 2.556E+01, 4.812E-02, 1.497E+00
 2.557E+01, 4.812E-02, 1.510E+00
 2.558E+01, 4.812E-02, 1.537E+00
 2.559E+01, 4.812E-02, 1.580E+00
 2.560E+01, 4.812E-02, 1.639E+00
 2.561E+01, 4.812E-02, 1.715E+00
 2.563E+01, 4.812E-02, 1.810E+00
 2.564E+01, 4.812E-02, 1.924E+00
 2.565E+01, 4.812E-02, 2.055E+00
 2.566E+01, 4.812E-02, 2.200E+00
 2.567E+01, 4.812E-02, 2.356E+00
 2.568E+01, 4.812E-02, 2.514E+00
 2.570E+01, 4.812E-02, 2.666E+00
 2.571E+01, 4.812E-02, 2.803E+00
 2.572E+01, 4.812E-02, 2.916E+00
 2.573E+01, 4.812E-02, 2.996E+00
 2.574E+01, 4.812E-02, 3.038E+00
 2.575E+01, 4.812E-02, 3.041E+00
 2.576E+01, 4.812E-02, 3.007E+00
 2.578E+01, 4.812E-02, 2.940E+00
 2.579E+01, 4.812E-02, 2.852E+00
 2.580E+01, 4.812E-02, 2.755E+00
 2.581E+01, 4.812E-02, 2.663E+00
 2.582E+01, 4.812E-02, 2.590E+00
 2.583E+01, 4.812E-02, 2.549E+00
 2.585E+01, 4.812E-02, 2.548E+00
 2.586E+01, 4.812E-02, 2.585E+00
 2.587E+01, 4.812E-02, 2.656E+00
 2.588E+01, 4.812E-02, 2.757E+00
 2.589E+01, 4.812E-02, 2.881E+00
 2.590E+01, 4.812E-02, 3.017E+00
 2.591E+01, 4.812E-02, 3.153E+00
 2.592E+01, 4.812E-02, 3.275E+00
 2.593E+01, 4.812E-02, 3.370E+00
 2.594E+01, 4.812E-02, 3.429E+00
 2.595E+01, 4.812E-02, 3.448E+00
 2.596E+01, 4.812E-02, 3.420E+00
 2.597E+01, 4.812E-02, 3.352E+00
 2.598E+01, 4.812E-02, 3.257E+00
 2.600E+01, 4.812E-02, 3.151E+00
 2.601E+01, 4.812E-02, 3.049E+00
 2.602E+01, 4.812E-02, 2.961E+00
 2.603E+01, 4.812E-02, 2.896E+00
 2.604E+01, 4.812E-02, 2.858E+00
 2.605E+01, 4.812E-02, 2.845E+00
 2.606E+01, 4.812E-02, 2.858E+00
 2.608E+01, 4.812E-02, 2.893E+00
 2.609E+01, 4.812E-02, 2.948E+00
 2.610E+01, 4.812E-02, 3.019E+00
 2.611E+01, 4.812E-02, 3.100E+00
 2.612E+01, 4.812E-02, 3.186E+00
 2.613E+01, 4.812E-02, 3.272E+00
 2.614E+01, 4.812E-02, 3.352E+00
 2.616E+01, 4.812E-02, 3.422E+00
 2.617E+01, 4.812E-02, 3.480E+00
 2.618E+01, 4.812E-02, 3.526E+00
 2.619E+01, 4.812E-02, 3.563E+00
 2.620E+01, 4.812E-02, 3.593E+00
 2.621E+01, 4.812E-02, 3.617E+00
 2.622E+01, 4.812E-02, 3.636E+00
 2.624E+01, 4.812E-02, 3.648E+00
 2.625E+01, 4.812E-02, 3.648E+00
 2.626E+01, 4.812E-02, 3.633E+00
 2.627E+01, 4.812E-02, 3.599E+00
 2.628E+01, 4.812E-02, 3.542E+00
 2.629E+01, 4.812E-02, 3.465E+00
 2.630E+01, 4.812E-02, 3.369E+00
 2.632E+01, 4.812E-02, 3.263E+00
 2.633E+01, 4.812E-02, 3.159E+00
 2.634E+01, 4.812E-02, 3.069E+00
 2.635E+01, 4.812E-02, 3.009E+00
 2.636E+01, 4.812E-02, 2.993E+00
 2.637E+01, 4.812E-02, 3.029E+00
 2.638E+01, 4.812E-02, 3.121E+00
 2.639E+01, 4.812E-02, 3.263E+00
 2.641E+01, 4.812E-02, 3.441E+00
 2.642E+01, 4.812E-02, 3.634E+00
 2.643E+01, 4.812E-02, 3.817E+00
 2.644E+01, 4.812E-02, 3.962E+00
 2.645E+01, 4.812E-02, 4.047E+00
 2.646E+01, 4.812E-02, 4.058E+00
 2.647E+01, 4.812E-02, 3.993E+00
 2.649E+01, 4.812E-02, 3.862E+00
 2.650E+01, 4.812E-02, 3.683E+00
 2.651E+01, 4.812E-02, 3.481E+00
 2.652E+01, 4.812E-02, 3.282E+00
 2.653E+01, 4.812E-02, 3.107E+00
 2.654E+01, 4.812E-02, 2.976E+00
 2.655E+01, 4.812E-02, 2.898E+00
 2.657E+01, 4.812E-02, 2.879E+00
 2.658E+01, 4.812E-02, 2.920E+00
 2.659E+01, 4.812E-02, 3.015E+00
 2.660E+01, 4.812E-02, 3.154E+00
 2.661E+01, 4.812E-02, 3.321E+00
 2.662E+01, 4.812E-02, 3.497E+00
 2.663E+01, 4.812E-02, 3.659E+00
 2.665E+01, 4.812E-02, 3.787E+00
 2.666E+01, 4.812E-02, 3.866E+00
 2.667E+01, 4.812E-02, 3.891E+00
 2.668E+01, 4.812E-02, 3.866E+00
 2.669E+01, 4.812E-02, 3.803E+00
 2.670E+01, 4.812E-02, 3.722E+00
 2.671E+01, 4.812E-02, 3.643E+00
 2.673E+01, 4.812E-02, 3.582E+00
 2.674E+01, 4.812E-02, 3.551E+00
 2.675E+01, 4.812E-02, 3.554E+00
 2.676E+01, 4.812E-02, 3.588E+00
 2.677E+01, 4.812E-02, 3.645E+00
 2.678E+01, 4.812E-02, 3.711E+00
 2.679E+01, 4.812E-02, 3.775E+00
 2.681E+01, 4.812E-02, 3.825E+00
 2.682E+01, 4.812E-02, 3.856E+00
 2.683E+01, 4.812E-02, 3.866E+00
 2.684E+01, 4.812E-02, 3.858E+00
 2.685E+01, 4.812E-02, 3.841E+00
 2.686E+01, 4.812E-02, 3.818E+00
 2.687E+01, 4.812E-02, 3.794E+00
 2.689E+01, 4.812E-02, 3.767E+00
 2.690E+01, 4.812E-02, 3.732E+00
 2.691E+01, 4.812E-02, 3.684E+00
 2.692E+01, 4.812E-02, 3.618E+00
 2.693E+01, 4.812E-02, 3.533E+00
 2.694E+01, 4.812E-02, 3.432E+00
 2.695E+01, 4.812E-02, 3.320E+00
 2.696E+01, 4.812E-02, 3.205E+00
 2.698E+01, 4.812E-02, 3.092E+00
 2.699E+01, 4.812E-02, 2.988E+00
 2.700E+01, 4.812E-02, 2.893E+00
 2.701E+01, 4.812E-02, 2.808E+00
 2.702E+01, 4.812E-02, 2.731E+00
 2.703E+01, 4.812E-02, 2.662E+00
 2.704E+01, 4.812E-02, 2.598E+00
 2.706E+01, 4.812E-02, 2.539E+00
 2.707E+01, 4.812E-02, 2.485E+00
 2.708E+01, 4.812E-02, 2.436E+00
 2.709E+01, 4.812E-02, 2.393E+00
 2.710E+01, 4.812E-02, 2.357E+00
 2.711E+01, 4.812E-02, 2.328E+00
 2.712E+01, 4.812E-02, 2.305E+00
 2.714E+01, 4.812E-02, 2.288E+00
 2.715E+01, 4.812E-02, 2.273E+00
 2.716E+01, 4.812E-02, 2.260E+00
 2.717E+01, 4.812E-02, 2.246E+00
 2.718E+01, 4.812E-02, 2.230E+00
 2.719E+01, 4.812E-02, 2.213E+00
 2.720E+01, 4.812E-02, 2.194E+00
 2.722E+01, 4.812E-02, 2.174E+00
 2.723E+01, 4.812E-02, 2.154E+00
 2.724E+01, 4.812E-02, 2.138E+00
 2.725E+01, 4.812E-02, 2.127E+00
 2.726E+01, 4.812E-02, 2.124E+00
 2.727E+01, 4.812E-02, 2.132E+00
 2.728E+01, 4.812E-02, 2.153E+00
 2.730E+01, 4.812E-02, 2.190E+00
 2.731E+01, 4.812E-02, 2.241E+00
 2.732E+01, 4.812E-02, 2.307E+00
 2.733E+01, 4.812E-02, 2.384E+00
 2.734E+01, 4.812E-02, 2.468E+00
 2.735E+01, 4.812E-02, 2.557E+00
 2.736E+01, 4.812E-02, 2.645E+00
 2.738E+01, 4.812E-02, 2.729E+00
 2.739E+01, 4.812E-02, 2.807E+00
 2.740E+01, 4.812E-02, 2.878E+00
 2.741E+01, 4.812E-02, 2.941E+00
 2.742E+01, 4.812E-02, 2.996E+00
 2.743E+01, 4.812E-02, 3.045E+00
 2.744E+01, 4.812E-02, 3.087E+00
 2.745E+01, 4.812E-02, 3.122E+00
 2.747E+01, 4.812E-02, 3.149E+00
 2.748E+01, 4.812E-02, 3.167E+00
 2.749E+01, 4.812E-02, 3.173E+00
 2.750E+01, 4.812E-02, 3.169E+00
 2.751E+01, 4.812E-02, 3.155E+00
 2.752E+01, 4.812E-02, 3.132E+00
 2.753E+01, 4.812E-02, 3.101E+00
 2.755E+01, 4.812E-02, 3.063E+00
