time(s)_15O2_coarse,Heat release rate(kW)_15O2_coarse,time(s)_15O2_medium,Heat release rate(kW)_15O2_medium,time(s)_15O2_fine,Heat release rate(kW)_15O2_fine,time(s)_17O2_coarse,Heat release rate(kW)_17O2_coarse,time(s)_17O2_medium,Heat release rate(kW)_17O2_medium,time(s)_17O2_fine,Heat release rate(kW)_17O2_fine,time(s)_21O2_coarse,Heat release rate(kW)_21O2_coarse,time(s)_21O2_medium,Heat release rate(kW)_21O2_medium,time(s)_21O2_fine,Heat release rate(kW)_21O2_fine
,,14.8108,9.97,13.5315,12.4,,,14.9663,10.3,13.5916,15.2,,,14.5321,13.2,13.1566,12.9
,,14.8194,10.7,13.5375,12.5,,,14.9748,10.1,13.5969,14.5,,,14.5381,13.6,13.1618,12.2
,,14.8269,11.3,13.5436,12.7,,,14.984,9.97,13.6024,14,,,14.5446,14.3,13.1674,11.1
,,14.8342,11.9,13.5506,12.7,,,14.9926,9.93,13.6085,13.5,,,14.5506,15,13.1731,10.4
,,14.8425,12.5,13.5582,12.6,,,,,13.6152,13.1,,,14.5562,15.6,13.1784,10
,,14.8505,13.1,13.5654,12.9,,,,,13.6216,12.6,,,14.5618,15.7,13.183,9.82
,,14.8578,13.8,13.5718,13.1,,,,,13.6281,12,,,14.5682,15.3,13.1877,9.79
,,14.8655,14.5,13.5786,13.2,,,,,13.6345,11.4,,,14.5743,15,13.193,9.87
,,14.8732,14.9,13.5849,13.5,,,,,13.6411,10.8,,,14.5806,14.4,13.1984,9.92
,,14.8807,15.1,13.5914,13.6,,,,,13.6479,10.3,,,14.5873,14,13.2044,10.1
,,14.8879,15.4,13.5979,13.6,,,,,13.6545,9.95,,,14.5929,14,13.2101,10.4
,,14.8955,15.5,13.6043,13.8,,,,,13.6606,9.83,,,14.5979,14.2,13.2159,10.8
,,14.9029,15.5,13.6105,13.7,,,,,13.6678,9.76,,,14.6025,14.4,13.2221,11.4
,,14.91,15.3,13.6169,13.5,,,,,13.675,9.71,,,14.6067,14.7,13.228,12.1
,,14.917,15.4,13.6227,13.4,,,,,13.6826,9.75,,,14.6111,14.9,13.2338,12.8
,,14.9236,15.5,13.6278,13.4,,,,,13.6904,9.8,,,14.6156,14.7,13.2389,13.2
,,14.9301,15.5,13.6341,13.5,,,,,13.6986,9.98,,,14.6209,14.2,13.2433,13.6
,,14.937,15.3,13.6403,13.1,,,,,13.706,10.3,,,14.6268,13.7,13.2476,13.8
,,14.9434,15,13.6464,13.1,,,,,13.7139,10.5,,,14.633,13.6,13.2522,13.7
,,14.9493,14.5,13.6526,13.1,,,,,13.7222,10.7,,,14.6389,13.6,13.257,13.3
,,14.9548,13.9,13.6591,12.6,,,,,13.7307,10.9,,,14.6447,13.6,13.2621,12.9
,,14.9601,13.4,13.6661,12.3,,,,,13.7391,11.3,,,14.6506,13.2,13.2683,12.3
,,14.9651,12.9,13.6736,12.1,,,,,13.747,11.8,,,14.6567,12.6,13.2742,12.1
,,14.9707,12.4,13.6809,11.5,,,,,13.7541,12.3,,,14.6632,11.7,13.2801,12.1
,,14.9773,12,13.6874,11.1,,,,,13.7607,12.9,,,14.6692,11.2,13.2862,12.1
,,14.9836,11.6,13.6934,10.7,,,,,13.7669,13.6,,,14.6754,10.9,13.2923,12.1
,,14.9902,11.3,13.6992,10.4,,,,,13.7729,14.3,,,14.6821,10.7,13.2986,11.7
,,14.9974,11.3,13.7047,10.4,,,,,13.7789,15,,,14.6895,10.2,13.3044,11.4
,,,,13.7101,10.8,,,,,13.785,15.7,,,14.6964,10.4,13.31,11.1
,,,,13.7154,11.2,,,,,13.7912,16.2,,,14.7035,10.8,13.3157,10.9
,,,,13.7204,11.5,,,,,13.7981,16.4,,,14.7114,11.3,13.3216,10.9
,,,,13.7252,11.9,,,,,13.8051,16.1,,,14.7191,11.9,13.327,11.1
,,,,13.7298,12.3,,,,,13.812,15.6,,,14.7274,12.7,13.3325,11.3
,,,,13.7348,12.7,,,,,13.8186,15.2,,,14.735,13.7,13.3378,11.8
,,,,13.7396,12.9,,,,,13.8249,14.9,,,14.743,14.8,13.3429,12.2
,,,,13.7447,12.8,,,,,13.8313,14.6,,,14.751,15.7,13.3476,12.8
,,,,13.7499,12.8,,,,,13.8385,14.4,,,14.76,16.5,13.3521,13.4
,,,,13.7553,12.9,,,,,13.8449,14.3,,,14.7698,17.2,13.3565,14.1
,,,,13.761,13,,,,,13.8513,14.1,,,14.7802,17.5,13.3611,14.7
,,,,13.7669,13.1,,,,,13.8578,13.5,,,14.7901,17.1,13.3659,15.1
,,,,13.7725,13.2,,,,,13.8639,13.2,,,14.8,16.5,13.3709,15.7
,,,,13.7785,13.1,,,,,13.8694,13,,,14.8098,15.7,13.3759,16.5
,,,,13.7845,12.8,,,,,13.8745,12.9,,,14.8203,14.4,13.3806,16.7
,,,,13.7903,12.6,,,,,13.8797,12.9,,,14.8306,13.3,13.3851,16.6
,,,,13.796,12.5,,,,,13.8849,12.8,,,14.8411,12.5,13.3894,16
,,,,13.8022,12.5,,,,,13.8902,12.5,,,14.8512,11.9,13.3941,15.3
,,,,13.8086,12.5,,,,,13.8961,12.2,,,14.8601,11.5,13.3989,14.5
,,,,13.8146,13,,,,,13.9021,12,,,14.8699,11,13.4036,13.5
,,,,13.8206,13.5,,,,,13.9084,11.7,,,14.8796,10.6,13.4083,12.8
,,,,13.8266,14,,,,,13.9148,11.4,,,14.8892,10.5,13.413,12.1
,,,,13.8329,14.6,,,,,13.9212,11.1,,,14.8985,10.6,13.4176,11.9
,,,,13.8398,15.3,,,,,13.9276,10.7,,,14.9082,10.9,13.4217,11.9
,,,,13.8467,15.3,,,,,13.9341,10.4,,,14.9178,11.2,13.4259,12
,,,,13.8532,15.1,,,,,13.9403,10,,,14.9271,11.4,13.43,12.4
,,,,13.8597,15.1,,,,,13.9464,9.69,,,14.9362,11.6,13.4343,12.7
,,,,13.8664,14.8,,,,,13.9523,9.45,,,14.9454,11.7,13.439,12.7
,,,,13.8733,14.6,,,,,13.9582,9.31,,,14.9539,12.1,13.4434,12.3
,,,,13.88,14.6,,,,,13.9646,9.23,,,14.9624,12.8,13.4478,11.7
,,,,13.8868,14.6,,,,,13.9708,9.32,,,14.9701,13.3,13.4519,11.3
,,,,13.8934,14.8,,,,,13.977,9.44,,,14.9777,13.4,13.4565,10.9
,,,,13.8998,14.7,,,,,13.9837,9.55,,,14.9855,12.5,13.4614,10.6
,,,,13.9069,14.4,,,,,13.9906,9.63,,,14.9938,11.5,13.4667,10.3
,,,,13.9142,14.2,,,,,13.9971,9.8,,,,,13.4725,9.99
,,,,13.921,14.2,,,,,14.0036,9.99,,,,,13.4779,9.81
,,,,13.9284,14.3,,,,,14.0098,10.2,,,,,13.4826,9.51
,,,,13.9357,14.4,,,,,14.0162,10.5,,,,,13.4873,9.11
,,,,13.943,14.7,,,,,14.0223,11.1,,,,,13.4922,8.81
,,,,13.9502,14.8,,,,,14.0281,11.8,,,,,13.4973,8.67
,,,,13.9569,14.7,,,,,14.0336,12.7,,,,,13.5025,8.66
,,,,13.9633,14.4,,,,,14.0387,13.5,,,,,13.5076,8.75
,,,,13.9698,13.8,,,,,14.0436,14.1,,,,,13.513,8.95
,,,,13.9759,13,,,,,14.0493,14.5,,,,,13.5189,9.25
,,,,13.982,12.5,,,,,14.0556,14.5,,,,,13.5241,9.58
,,,,13.9883,12,,,,,14.0616,14.3,,,,,13.53,9.87
,,,,13.9947,11.5,,,,,14.0673,14.1,,,,,13.5365,10.2
,,,,14.0017,11.2,,,,,14.0731,13.8,,,,,13.5427,10.7
,,,,14.0083,11,,,,,14.0784,13.7,,,,,13.548,11.1
,,,,14.0154,10.9,,,,,14.0832,13.5,,,,,13.5537,11.6
,,,,14.0225,11,,,,,14.0881,13.3,,,,,13.56,12
,,,,14.0296,11.4,,,,,14.0934,13.1,,,,,13.5664,12.4
,,,,14.0374,11.9,,,,,14.0993,12.8,,,,,13.5726,13.1
,,,,14.0447,12.4,,,,,14.1051,12.7,,,,,13.5788,13.7
,,,,14.0517,12.9,,,,,14.1112,12.6,,,,,13.5844,14.3
,,,,14.0585,13.5,,,,,14.1173,12.4,,,,,13.5895,14.7
,,,,14.0655,14.3,,,,,14.1233,12.3,,,,,13.5945,14.9
,,,,14.0723,14.8,,,,,14.1292,12.1,,,,,13.5999,15.1
,,,,14.0783,15.1,,,,,14.1354,11.8,,,,,13.6053,15.7
,,,,14.0841,15.1,,,,,14.141,11.8,,,,,13.6109,16.3
,,,,14.0897,15.1,,,,,14.1465,11.7,,,,,13.6163,16.9
,,,,14.0959,14.9,,,,,14.1521,11.5,,,,,13.6216,17.3
,,,,14.1016,14.6,,,,,14.1579,11.3,,,,,13.6271,17.4
,,,,14.1071,14.5,,,,,14.164,10.9,,,,,13.6323,17.3
,,,,14.113,14.7,,,,,14.1707,10.5,,,,,13.6378,17
,,,,14.1191,15.1,,,,,14.1771,10.3,,,,,13.6433,16.7
,,,,14.1238,15.1,,,,,14.1836,10.3,,,,,13.6485,16.1
,,,,14.1283,14.9,,,,,14.1897,10.5,,,,,13.6537,15.2
,,,,14.1338,14.7,,,,,14.1949,10.7,,,,,13.6586,14.2
,,,,14.1404,14.3,,,,,14.2002,11,,,,,13.6632,13
,,,,14.1471,14,,,,,14.2064,11.3,,,,,13.6677,11.9
,,,,14.1541,13.6,,,,,14.2126,11.7,,,,,13.6724,11
,,,,14.1609,13.3,,,,,14.2186,12.1,,,,,13.6769,10.5
,,,,14.1669,13.2,,,,,14.2236,12.5,,,,,13.6814,10.3
,,,,14.1726,13.2,,,,,14.2296,12.7,,,,,13.6865,10.2
,,,,14.1789,13,,,,,14.236,13,,,,,13.6919,10.1
,,,,14.1853,12.6,,,,,14.2433,13.2,,,,,13.6974,9.61
,,,,14.1922,12.5,,,,,14.2503,13.6,,,,,13.7032,9.05
,,,,14.199,12.4,,,,,14.2572,14,,,,,13.7091,8.77
,,,,14.2054,12.3,,,,,14.2633,14.6,,,,,13.7154,8.72
,,,,14.2116,12.3,,,,,14.2699,15.2,,,,,13.722,8.78
,,,,14.2179,12.1,,,,,14.2771,15.8,,,,,13.729,8.86
,,,,14.2241,12,,,,,14.2842,16,,,,,13.7364,9.12
,,,,14.2303,12.1,,,,,14.2912,15.9,,,,,13.744,9.49
,,,,14.2366,12.3,,,,,14.2977,15.6,,,,,13.7514,9.93
,,,,14.243,12.6,,,,,14.3042,15.3,,,,,13.759,10.3
,,,,14.2493,12.8,,,,,14.3106,14.9,,,,,13.7664,10.8
,,,,14.2554,12.9,,,,,14.317,14.4,,,,,13.7736,11.3
,,,,14.2615,12.9,,,,,14.3239,13.8,,,,,13.7807,12.2
,,,,14.267,12.7,,,,,14.3308,13.2,,,,,13.7875,13.1
,,,,14.2724,12.6,,,,,14.3371,12.7,,,,,13.7939,14.1
,,,,14.2793,12.6,,,,,14.3427,12.2,,,,,13.8006,15
,,,,14.2864,12.7,,,,,14.3481,11.9,,,,,13.8071,15.7
,,,,14.2925,12.9,,,,,14.3537,11.7,,,,,13.8138,16.2
,,,,14.2991,13.4,,,,,14.3593,11.6,,,,,13.8201,16.5
,,,,14.3063,14,,,,,14.3645,11.5,,,,,13.8262,16.7
,,,,14.3138,14.7,,,,,14.3703,11.4,,,,,13.8316,16.7
,,,,14.3216,15.2,,,,,14.3769,11.5,,,,,13.837,16.5
,,,,14.3296,15.2,,,,,14.3837,11.5,,,,,13.8429,16.3
,,,,14.3368,15.1,,,,,14.3901,11.5,,,,,13.8491,16.1
,,,,14.3437,14.6,,,,,14.3965,11.2,,,,,13.8555,16
,,,,14.3509,14,,,,,14.403,10.9,,,,,13.8618,15.9
,,,,14.3577,13.7,,,,,14.4092,10.6,,,,,13.8682,15.8
,,,,14.3643,13.7,,,,,14.4152,10.4,,,,,13.8746,15.6
,,,,14.3706,13.8,,,,,14.421,10.3,,,,,13.881,15.4
,,,,14.3768,14,,,,,14.4265,10.2,,,,,13.8876,14.8
,,,,14.3834,14,,,,,14.432,10.2,,,,,13.8938,14
,,,,14.3902,13.8,,,,,14.4379,10.4,,,,,13.8994,13.3
,,,,14.3966,14,,,,,14.4436,10.7,,,,,13.9053,12.4
,,,,14.4033,14.4,,,,,14.4491,11.1,,,,,13.9117,11.7
,,,,14.4108,14.6,,,,,14.4544,11.5,,,,,13.9175,11.2
,,,,14.4179,14.6,,,,,14.4601,12.2,,,,,13.9228,11
,,,,14.4249,14.8,,,,,14.4656,13.1,,,,,13.9287,10.8
,,,,14.4317,15.1,,,,,14.4708,13.9,,,,,13.9346,10.8
,,,,14.4383,15.2,,,,,14.4755,14.4,,,,,13.9404,10.8
,,,,14.4447,15.4,,,,,14.4801,14.8,,,,,13.946,10.9
,,,,14.4511,15.1,,,,,14.4852,15.2,,,,,13.9509,10.9
,,,,14.4576,14.7,,,,,14.4903,15.6,,,,,13.956,10.7
,,,,14.464,14.4,,,,,14.4958,16.3,,,,,13.9615,10.5
,,,,14.47,13.8,,,,,14.5014,16.9,,,,,13.9673,10.2
,,,,14.4755,13.2,,,,,14.5067,17.3,,,,,13.9735,10.1
,,,,14.481,12.9,,,,,14.5117,17.6,,,,,13.9796,10
,,,,14.4864,12.6,,,,,14.5169,17.7,,,,,13.9861,10.2
,,,,14.4916,12.4,,,,,14.5223,17.8,,,,,13.9925,10.6
,,,,14.4968,12.2,,,,,14.5274,17.4,,,,,13.999,11.1
,,,,14.5019,12.1,,,,,14.5326,17,,,,,14.0054,11.6
,,,,14.5071,12.2,,,,,14.5377,16.5,,,,,14.0115,12
,,,,14.5124,12.1,,,,,14.5428,15.8,,,,,14.0177,12.5
,,,,14.5179,12.1,,,,,14.5478,14.9,,,,,14.0237,13.2
,,,,14.5233,12.2,,,,,14.5528,13.8,,,,,14.0292,13.9
,,,,14.5287,12.4,,,,,14.5578,12.8,,,,,14.0344,14.7
,,,,14.5341,12.6,,,,,14.5628,12.1,,,,,14.0394,15.2
,,,,14.5399,12.7,,,,,14.5679,11.5,,,,,14.0444,15.6
,,,,14.5459,12.9,,,,,14.5731,11,,,,,14.0496,16
,,,,14.5516,13,,,,,14.5788,10.4,,,,,14.0552,16.1
,,,,14.5573,13.2,,,,,14.5846,10,,,,,14.0613,16.1
,,,,14.5629,13.3,,,,,14.5904,9.71,,,,,14.067,16.1
,,,,14.5686,13.5,,,,,14.5961,9.57,,,,,14.0722,16.2
,,,,14.5748,13.5,,,,,14.6021,9.51,,,,,14.0773,16.3
,,,,14.5808,13.3,,,,,14.6082,9.34,,,,,14.0823,16.4
,,,,14.5865,13.4,,,,,14.6148,9.17,,,,,14.0877,16
,,,,14.5925,13.6,,,,,14.6213,8.97,,,,,14.0935,15
,,,,14.5985,13.8,,,,,14.6273,8.89,,,,,14.0985,14.1
,,,,14.6039,13.8,,,,,14.633,8.97,,,,,14.1038,13.1
,,,,14.6091,13.8,,,,,14.6384,9.13,,,,,14.1095,12
,,,,14.6142,13.8,,,,,14.6441,9.4,,,,,14.1152,10.9
,,,,14.6198,13.6,,,,,14.65,9.75,,,,,14.1208,10.2
,,,,14.6256,13.2,,,,,14.6566,10.2,,,,,14.1265,9.86
,,,,14.6312,12.9,,,,,14.6631,10.8,,,,,14.1327,9.74
,,,,14.6368,12.7,,,,,14.6701,11.2,,,,,14.1387,9.6
,,,,14.6423,12.3,,,,,14.6773,11.6,,,,,14.1448,9.4
,,,,14.6479,11.7,,,,,14.6843,11.9,,,,,14.1506,9.23
,,,,14.6537,11.1,,,,,14.6907,12.2,,,,,14.1567,8.97
,,,,14.6594,10.8,,,,,14.6967,12.3,,,,,14.163,8.72
,,,,14.6653,10.6,,,,,14.7024,12.3,,,,,14.1688,8.74
,,,,14.6708,10.5,,,,,14.7081,12.4,,,,,14.174,8.9
,,,,14.676,10.6,,,,,14.7134,12.6,,,,,14.1795,9.14
,,,,14.6809,10.7,,,,,14.7187,12.8,,,,,14.185,9.47
,,,,14.6854,10.9,,,,,14.7238,13.1,,,,,14.1913,9.82
,,,,14.6901,11.1,,,,,14.7295,13.2,,,,,14.1976,10.2
,,,,14.695,11.3,,,,,14.7352,13.3,,,,,14.204,10.5
,,,,14.6999,11.4,,,,,14.7405,13.4,,,,,14.2096,10.6
,,,,14.7044,11.5,,,,,14.7453,13.6,,,,,14.2145,10.5
,,,,14.709,11.6,,,,,14.7499,13.9,,,,,14.22,10.5
,,,,14.7134,11.8,,,,,14.7548,14.2,,,,,14.2253,10.5
,,,,14.7179,12,,,,,14.7601,14.5,,,,,14.2305,10.5
,,,,14.7223,12.2,,,,,14.7659,15,,,,,14.2358,10.5
,,,,14.7265,12.3,,,,,14.7717,15.4,,,,,14.2414,10.4
,,,,14.7305,12.4,,,,,14.7774,15.7,,,,,14.2473,10.4
,,,,14.7343,12.4,,,,,14.783,15.8,,,,,14.2531,10.4
,,,,14.7381,12.5,,,,,14.7884,15.8,,,,,14.2587,10.6
,,,,14.7423,12.6,,,,,14.7935,15.6,,,,,14.2644,10.8
,,,,14.7468,12.7,,,,,14.7986,15.7,,,,,14.2702,11.1
,,,,14.7518,12.9,,,,,14.8039,15.5,,,,,14.2761,11.5
,,,,14.7572,13.2,,,,,14.8091,15,,,,,14.2819,11.6
,,,,14.7629,13.5,,,,,14.8144,14.4,,,,,14.2877,11.9
,,,,14.7692,13.7,,,,,14.8204,13.7,,,,,14.2937,12
,,,,14.7752,14.1,,,,,14.8263,12.9,,,,,14.2998,12.1
,,,,14.7812,14.6,,,,,14.8326,12,,,,,14.3054,12.4
,,,,14.787,15.1,,,,,14.8389,11.4,,,,,14.3116,12.6
,,,,14.7925,15.6,,,,,14.8451,10.8,,,,,14.3174,12.8
,,,,14.7976,16.3,,,,,14.8514,10.5,,,,,14.3229,12.9
,,,,14.8026,16.7,,,,,14.8581,10.1,,,,,14.329,12.9
,,,,14.8075,16.9,,,,,14.8648,9.94,,,,,14.3352,12.6
,,,,14.8123,17.1,,,,,14.8713,9.84,,,,,14.3414,12.4
,,,,14.8172,17.4,,,,,14.8777,9.67,,,,,14.3474,12.1
,,,,14.8223,17.8,,,,,14.8835,9.43,,,,,14.3532,11.3
,,,,14.8275,17.8,,,,,14.8891,9.17,,,,,14.3591,10.6
,,,,14.8328,17.5,,,,,14.8947,8.93,,,,,14.3645,10
,,,,14.8383,17.4,,,,,14.901,8.75,,,,,14.3697,9.6
,,,,14.8441,17.1,,,,,14.9073,8.76,,,,,14.3748,9.35
,,,,14.8499,16.7,,,,,14.9142,8.93,,,,,14.3798,9.25
,,,,14.8556,16.2,,,,,14.9209,9.31,,,,,14.3849,9.18
,,,,14.8611,15.7,,,,,14.9274,9.81,,,,,14.3902,9.25
,,,,14.8668,15.1,,,,,14.9348,10.3,,,,,14.3953,9.2
,,,,14.8725,14.1,,,,,14.9416,10.9,,,,,14.4003,9.15
,,,,14.8786,13,,,,,14.9478,11.5,,,,,14.4058,9.13
,,,,14.8848,12.2,,,,,14.9537,12,,,,,14.4114,9.13
,,,,14.8912,11.7,,,,,14.9593,12.5,,,,,14.4174,9.28
,,,,14.8975,11.6,,,,,14.9656,13,,,,,14.4237,9.6
,,,,14.9039,11.7,,,,,14.9725,13.7,,,,,14.4299,10.1
,,,,14.9103,11.8,,,,,14.9795,14.2,,,,,14.4353,10.7
,,,,14.9165,11.9,,,,,14.9868,14.7,,,,,14.4409,11.3
,,,,14.9225,12.1,,,,,14.9945,15,,,,,14.4463,11.9
,,,,14.9285,12.2,,,,,,,,,,,14.4514,12.5
,,,,14.9348,12.2,,,,,,,,,,,14.4569,13
,,,,14.9413,12.4,,,,,,,,,,,14.4626,13.1
,,,,14.9479,12.7,,,,,,,,,,,14.468,13.4
,,,,14.9542,12.8,,,,,,,,,,,14.4733,13.8
,,,,14.9601,13,,,,,,,,,,,14.4785,14
,,,,14.9663,13.2,,,,,,,,,,,14.4839,13.8
,,,,14.9724,13.1,,,,,,,,,,,14.4893,13.3
,,,,14.9793,12.6,,,,,,,,,,,14.4946,12.8
,,,,14.9859,12.1,,,,,,,,,,,14.4997,12.2
,,,,14.9919,11.7,,,,,,,,,,,14.505,11.6
,,,,14.9974,11.3,,,,,,,,,,,14.5106,11
,,,,,,,,,,,,,,,,14.5164,10.4
,,,,,,,,,,,,,,,,14.5219,10.1
,,,,,,,,,,,,,,,,14.5274,9.9
,,,,,,,,,,,,,,,,14.533,9.87
,,,,,,,,,,,,,,,,14.5386,9.97
,,,,,,,,,,,,,,,,14.5439,10.1
,,,,,,,,,,,,,,,,14.55,10.3
,,,,,,,,,,,,,,,,14.5563,10.5
,,,,,,,,,,,,,,,,14.5624,10.8
,,,,,,,,,,,,,,,,14.5688,11.1
,,,,,,,,,,,,,,,,14.5747,11.5
,,,,,,,,,,,,,,,,14.5807,12.1
,,,,,,,,,,,,,,,,14.5866,12.6
,,,,,,,,,,,,,,,,14.592,13.2
,,,,,,,,,,,,,,,,14.5981,13.7
,,,,,,,,,,,,,,,,14.6039,14
,,,,,,,,,,,,,,,,14.61,14.1
,,,,,,,,,,,,,,,,14.6157,14.1
,,,,,,,,,,,,,,,,14.6213,14.1
,,,,,,,,,,,,,,,,14.6276,14.1
,,,,,,,,,,,,,,,,14.6342,13.9
,,,,,,,,,,,,,,,,14.6401,14
,,,,,,,,,,,,,,,,14.6456,14.1
,,,,,,,,,,,,,,,,14.652,14.2
,,,,,,,,,,,,,,,,14.6576,14.5
,,,,,,,,,,,,,,,,14.6633,14.8
,,,,,,,,,,,,,,,,14.6691,15.1
,,,,,,,,,,,,,,,,14.6752,15.3
,,,,,,,,,,,,,,,,14.6809,15.7
,,,,,,,,,,,,,,,,14.6867,16
,,,,,,,,,,,,,,,,14.6923,16
,,,,,,,,,,,,,,,,14.6979,15.6
,,,,,,,,,,,,,,,,14.7033,14.8
,,,,,,,,,,,,,,,,14.7087,14
,,,,,,,,,,,,,,,,14.7139,13.5
,,,,,,,,,,,,,,,,14.7191,12.9
,,,,,,,,,,,,,,,,14.7243,12.2
,,,,,,,,,,,,,,,,14.7297,11.2
,,,,,,,,,,,,,,,,14.7343,10.4
,,,,,,,,,,,,,,,,14.7385,9.77
,,,,,,,,,,,,,,,,14.7432,9.25
,,,,,,,,,,,,,,,,14.7484,8.94
,,,,,,,,,,,,,,,,14.7537,8.52
,,,,,,,,,,,,,,,,14.7589,8.15
,,,,,,,,,,,,,,,,14.7641,8.01
,,,,,,,,,,,,,,,,14.7691,8.14
,,,,,,,,,,,,,,,,14.7742,8.37
,,,,,,,,,,,,,,,,14.7804,8.68
,,,,,,,,,,,,,,,,14.7861,9.08
,,,,,,,,,,,,,,,,14.7911,9.49
,,,,,,,,,,,,,,,,14.796,9.74
,,,,,,,,,,,,,,,,14.8011,9.93
,,,,,,,,,,,,,,,,14.8064,10.1
,,,,,,,,,,,,,,,,14.8118,10.2
,,,,,,,,,,,,,,,,14.8174,10.2
,,,,,,,,,,,,,,,,14.8234,10.3
,,,,,,,,,,,,,,,,14.8297,10.6
,,,,,,,,,,,,,,,,14.8358,11.3
,,,,,,,,,,,,,,,,14.8409,11.8
,,,,,,,,,,,,,,,,14.8459,12.4
,,,,,,,,,,,,,,,,14.8511,12.9
,,,,,,,,,,,,,,,,14.8559,13.3
,,,,,,,,,,,,,,,,14.8605,13.7
,,,,,,,,,,,,,,,,14.865,13.9
,,,,,,,,,,,,,,,,14.8698,14.1
,,,,,,,,,,,,,,,,14.8746,14.2
,,,,,,,,,,,,,,,,14.8795,14.2
,,,,,,,,,,,,,,,,14.8843,14.2
,,,,,,,,,,,,,,,,14.8891,14.2
,,,,,,,,,,,,,,,,14.8938,14.4
,,,,,,,,,,,,,,,,14.8988,14.6
,,,,,,,,,,,,,,,,14.9036,14.6
,,,,,,,,,,,,,,,,14.9085,14.6
,,,,,,,,,,,,,,,,14.913,14.4
,,,,,,,,,,,,,,,,14.9171,14
,,,,,,,,,,,,,,,,14.9211,13.4
,,,,,,,,,,,,,,,,14.9254,12.7
,,,,,,,,,,,,,,,,14.9301,12.1
,,,,,,,,,,,,,,,,14.9351,11.7
,,,,,,,,,,,,,,,,14.941,11.5
,,,,,,,,,,,,,,,,14.947,11.2
,,,,,,,,,,,,,,,,14.9529,11.2
,,,,,,,,,,,,,,,,14.9587,11.4
,,,,,,,,,,,,,,,,14.9645,11.6
,,,,,,,,,,,,,,,,14.9698,11.8
,,,,,,,,,,,,,,,,14.9744,12.1
,,,,,,,,,,,,,,,,14.9789,12.4
,,,,,,,,,,,,,,,,14.9839,12.8
,,,,,,,,,,,,,,,,14.9893,13
,,,,,,,,,,,,,,,,14.9946,13
