,z(cm),TMean(K),T_rms(K),ur_rms(m/s),uz_rms(m/s),ur_Mean(m/s),uz_Mean(m/s),uzT_cov((m/s)K),uruz_cov(m/s)
916,274.8,359.39,32.2134,0.4217,0.7795,0.0156,2.5227,18.0268,-0.0176
917,275.1,359.31,32.1294,0.4201,0.7768,0.0156,2.5221,17.9542,-0.0175
918,275.4,359.23,32.0437,0.4185,0.7741,0.0156,2.5215,17.8716,-0.0174
919,275.7,359.16,31.9578,0.4169,0.7714,0.0156,2.5209,17.7636,-0.0173
920,276.0,359.08,31.8732,0.4153,0.7686,0.0156,2.5203,17.6807,-0.0171
921,276.3,359.0,31.7868,0.4136,0.7659,0.0157,2.5196,17.6436,-0.017
922,276.6,358.92,31.7017,0.412,0.7631,0.0157,2.519,17.5605,-0.0169
923,276.9,358.85,31.6152,0.4103,0.7603,0.0157,2.5184,17.4522,-0.0168
924,277.2,358.77,31.5289,0.4087,0.7575,0.0157,2.5178,17.3789,-0.0167
925,277.5,358.69,31.4422,0.407,0.7547,0.0157,2.5172,17.2955,-0.0166
926,277.8,358.61,31.3554,0.4053,0.7519,0.0158,2.5166,17.2121,-0.0164
927,278.1,358.53,31.2682,0.4037,0.7491,0.0158,2.516,17.1285,-0.0163
928,278.4,358.46,31.1809,0.402,0.7463,0.0158,2.5154,17.0297,-0.0162
929,278.7,358.38,31.0932,0.4003,0.7435,0.0158,2.5148,16.946,-0.0161
930,279.0,358.3,31.0055,0.3986,0.7406,0.0159,2.5142,16.8621,-0.016
931,279.3,358.22,30.9173,0.3969,0.7377,0.0159,2.5136,16.7882,-0.0159
932,279.6,358.15,30.829,0.3952,0.7349,0.0159,2.513,16.6791,-0.0157
933,279.9,358.07,30.7404,0.3935,0.732,0.0159,2.5124,16.5949,-0.0156
934,280.2,357.99,30.6514,0.3917,0.7291,0.0159,2.5118,16.5107,-0.0155
935,280.5,357.91,30.5624,0.39,0.7262,0.016,2.5111,16.4722,-0.0154
936,280.8,357.83,30.4729,0.3883,0.7233,0.016,2.5105,16.3878,-0.0153
937,281.1,357.76,30.3834,0.3865,0.7204,0.016,2.5099,16.2782,-0.0152
938,281.4,357.68,30.2934,0.3847,0.7174,0.016,2.5093,16.2036,-0.015
939,281.7,357.6,30.2033,0.383,0.7145,0.0161,2.5087,16.1189,-0.0149
940,282.0,357.52,30.1128,0.3812,0.7115,0.0161,2.5081,16.0341,-0.0148
941,282.3,357.45,30.0227,0.3794,0.7085,0.0161,2.5075,15.9341,-0.0147
942,282.6,357.41,29.9713,0.3781,0.7067,0.0161,2.5073,15.9059,-0.0146
943,282.9,357.37,29.9201,0.3767,0.7048,0.0161,2.5072,15.8419,-0.0144
944,283.2,357.33,29.8685,0.3754,0.703,0.0161,2.507,15.8137,-0.0143
945,283.5,357.3,29.8171,0.3741,0.7011,0.0162,2.5068,15.7604,-0.0142
946,283.8,357.26,29.7654,0.3727,0.6993,0.0162,2.5067,15.6964,-0.0141
947,284.1,357.22,29.7138,0.3713,0.6974,0.0162,2.5065,15.6681,-0.0139
948,284.4,357.18,29.6619,0.37,0.6955,0.0162,2.5064,15.604,-0.0138
949,284.7,357.15,29.61,0.3686,0.6936,0.0162,2.5062,15.5507,-0.0137
950,285.0,357.11,29.5581,0.3672,0.6918,0.0162,2.506,15.5223,-0.0136
951,285.3,357.07,29.5059,0.3658,0.6899,0.0162,2.5059,15.4583,-0.0135
952,285.6,357.04,29.4539,0.3644,0.688,0.0163,2.5057,15.4049,-0.0133
953,285.9,357.0,29.4015,0.3631,0.6861,0.0163,2.5055,15.3765,-0.0132
954,286.2,356.96,29.3493,0.3617,0.6842,0.0163,2.5054,15.3124,-0.0131
955,286.5,356.92,29.2968,0.3602,0.6823,0.0163,2.5052,15.284,-0.013
956,286.8,356.89,29.2441,0.3588,0.6804,0.0163,2.505,15.2306,-0.0128
957,287.1,356.85,29.1916,0.3574,0.6784,0.0163,2.5049,15.1664,-0.0127
958,287.4,356.81,29.1388,0.356,0.6765,0.0163,2.5047,15.138,-0.0126
959,287.7,356.77,29.0861,0.3546,0.6746,0.0164,2.5045,15.1095,-0.0125
960,288.0,356.74,29.0331,0.3532,0.6727,0.0164,2.5044,15.0203,-0.0123
961,288.3,356.7,28.9802,0.3517,0.6707,0.0164,2.5042,14.9919,-0.0122
962,288.6,356.66,28.927,0.3503,0.6688,0.0164,2.5041,14.9277,-0.0121
963,288.9,356.62,28.8739,0.3488,0.6668,0.0164,2.5039,14.8992,-0.012
964,289.2,356.59,28.8205,0.3474,0.6649,0.0164,2.5037,14.8456,-0.0118
965,289.5,356.55,28.767,0.3459,0.6629,0.0164,2.5036,14.7814,-0.0117
966,289.8,356.51,28.7136,0.3444,0.6609,0.0164,2.5034,14.7529,-0.0116
967,290.1,356.47,28.6599,0.343,0.6589,0.0165,2.5032,14.7243,-0.0115
968,290.4,356.44,28.6063,0.3415,0.657,0.0165,2.5031,14.635,-0.0114
969,290.7,356.4,28.5524,0.34,0.655,0.0165,2.5029,14.6064,-0.0112
970,291.0,356.36,28.4986,0.3385,0.653,0.0165,2.5027,14.5778,-0.0111
971,291.3,356.33,28.4445,0.337,0.651,0.0165,2.5026,14.4885,-0.011
972,291.6,356.29,28.3903,0.3355,0.649,0.0165,2.5024,14.4599,-0.0109
973,291.9,356.25,28.3362,0.334,0.647,0.0165,2.5022,14.4312,-0.0107
974,292.2,356.21,28.2818,0.3325,0.6449,0.0166,2.5021,14.367,-0.0106
975,292.5,356.18,28.2275,0.3309,0.6429,0.0166,2.5019,14.3133,-0.0105
976,292.8,356.14,28.1729,0.3294,0.6409,0.0166,2.5017,14.2846,-0.0104
977,293.1,356.1,28.1183,0.3279,0.6388,0.0166,2.5016,14.2202,-0.0102
978,293.4,356.06,28.0635,0.3263,0.6368,0.0166,2.5014,14.1915,-0.0101
979,293.7,356.03,28.0086,0.3247,0.6348,0.0166,2.5013,14.1022,-0.01
980,294.0,355.99,27.9537,0.3232,0.6327,0.0166,2.5011,14.0734,-0.0099
981,294.3,355.95,27.8986,0.3216,0.6306,0.0167,2.5009,14.0446,-0.0097
982,294.6,355.91,27.8435,0.32,0.6286,0.0167,2.5008,13.9803,-0.0096
983,294.9,355.88,27.7881,0.3184,0.6265,0.0167,2.5006,13.9265,-0.0095
984,295.2,355.84,27.7328,0.3169,0.6244,0.0167,2.5004,13.8977,-0.0094
985,295.5,355.8,27.6772,0.3152,0.6223,0.0167,2.5003,13.8333,-0.0093
986,295.8,355.76,27.6215,0.3136,0.6202,0.0167,2.5001,13.8044,-0.0091
987,296.1,355.73,27.5659,0.312,0.6181,0.0167,2.4999,13.7506,-0.009
988,296.4,355.69,27.51,0.3104,0.616,0.0168,2.4998,13.6861,-0.0089
989,296.7,355.65,27.4541,0.3088,0.6139,0.0168,2.4996,13.6573,-0.0088
990,297.0,355.62,27.398,0.3071,0.6117,0.0168,2.4994,13.6034,-0.0086
991,297.3,355.58,27.3419,0.3055,0.6096,0.0168,2.4993,13.5389,-0.0085
992,297.6,355.54,27.2855,0.3038,0.6075,0.0168,2.4991,13.51,-0.0084
993,297.9,355.5,27.2292,0.3021,0.6053,0.0168,2.499,13.4455,-0.0083
994,298.2,355.47,27.1726,0.3004,0.6031,0.0168,2.4988,13.3916,-0.0081
995,298.5,355.43,27.1159,0.2987,0.601,0.0169,2.4986,13.3626,-0.008
996,298.8,355.39,27.0592,0.297,0.5988,0.0169,2.4985,13.2981,-0.0079
997,299.1,355.35,27.0022,0.2953,0.5966,0.0169,2.4983,13.2691,-0.0078
998,299.4,355.32,26.9453,0.2936,0.5944,0.0169,2.4981,13.2151,-0.0077
999,299.7,355.28,26.8881,0.2919,0.5922,0.0169,2.498,13.1506,-0.0075
1000,300.0,355.24,26.831,0.2901,0.59,0.0169,2.4978,13.1215,-0.0074
